,Province_State,Country_Region,Date,ConfirmedCases,Fatalities,Stay_at_home
840,Connecticut,US,3/18/2020,96,1,0
841,Connecticut,US,3/19/2020,159,3,0
842,Connecticut,US,3/20/2020,194,4,0
843,Connecticut,US,3/21/2020,194,4,0
844,Connecticut,US,3/22/2020,327,8,0
845,Connecticut,US,3/23/2020,415,10,1
846,Connecticut,US,3/24/2020,618,12,1
847,Connecticut,US,3/25/2020,875,19,1
848,Connecticut,US,3/26/2020,1012,21,1
849,Connecticut,US,3/27/2020,1291,27,1
850,Connecticut,US,3/28/2020,1524,33,1
851,Connecticut,US,3/29/2020,1993,34,1
852,Connecticut,US,3/30/2020,2571,36,1
853,Connecticut,US,3/31/2020,3128,69,1
854,Connecticut,US,4/1/2020,3557,85,1
855,Connecticut,US,4/2/2020,3824,112,1
856,Connecticut,US,4/3/2020,4914,131,1
857,Connecticut,US,4/4/2020,5276,165,1
858,Connecticut,US,4/5/2020,5675,189,1
859,Connecticut,US,4/6/2020,6906,206,1
860,Connecticut,US,4/7/2020,7781,277,1
861,Connecticut,US,4/8/2020,7781,326,1
862,Connecticut,US,4/9/2020,9784,380,1
863,Connecticut,US,4/10/2020,10538,448,1
864,Connecticut,US,4/11/2020,11510,494,1
865,Connecticut,US,4/12/2020,12035,554,1
866,Connecticut,US,4/13/2020,13381,602,1
867,Connecticut,US,4/14/2020,13989,671,1
868,Connecticut,US,4/15/2020,14755,868,1
869,Connecticut,US,4/16/2020,15884,971,1
870,Connecticut,US,4/17/2020,16809,1036,1
871,Connecticut,US,4/18/2020,17550,1086,1
872,Connecticut,US,4/19/2020,17962,1127,1
873,Connecticut,US,4/20/2020,19815,1331,1
874,Connecticut,US,4/21/2020,20360,1423,1
875,Connecticut,US,4/22/2020,22469,1544,1
876,Connecticut,US,4/23/2020,23100,1639,1
877,Connecticut,US,4/24/2020,23936,1767,1
878,Connecticut,US,4/25/2020,24583,1865,1
879,Connecticut,US,4/26/2020,25269,1924,1
896,Delaware,US,1/22/2020,0,0,0
897,Delaware,US,1/23/2020,0,0,0
898,Delaware,US,1/24/2020,0,0,0
899,Delaware,US,1/25/2020,0,0,0
900,Delaware,US,1/26/2020,0,0,0
901,Delaware,US,1/27/2020,0,0,0
902,Delaware,US,1/28/2020,0,0,0
903,Delaware,US,1/29/2020,0,0,0
904,Delaware,US,1/30/2020,0,0,0
905,Delaware,US,1/31/2020,0,0,0
906,Delaware,US,2/1/2020,0,0,0
907,Delaware,US,2/2/2020,0,0,0
908,Delaware,US,2/3/2020,0,0,0
909,Delaware,US,2/4/2020,0,0,0
910,Delaware,US,2/5/2020,0,0,0
911,Delaware,US,2/6/2020,0,0,0
912,Delaware,US,2/7/2020,0,0,0
913,Delaware,US,2/8/2020,0,0,0
914,Delaware,US,2/9/2020,0,0,0
915,Delaware,US,2/10/2020,0,0,0
916,Delaware,US,2/11/2020,0,0,0
917,Delaware,US,2/12/2020,0,0,0
918,Delaware,US,2/13/2020,0,0,0
919,Delaware,US,2/14/2020,0,0,0
920,Delaware,US,2/15/2020,0,0,0
921,Delaware,US,2/16/2020,0,0,0
922,Delaware,US,2/17/2020,0,0,0
923,Delaware,US,2/18/2020,0,0,0
924,Delaware,US,2/19/2020,0,0,0
925,Delaware,US,2/20/2020,0,0,0
926,Delaware,US,2/21/2020,0,0,0
927,Delaware,US,2/22/2020,0,0,0
928,Delaware,US,2/23/2020,0,0,0
929,Delaware,US,2/24/2020,0,0,0
930,Delaware,US,2/25/2020,0,0,0
931,Delaware,US,2/26/2020,0,0,0
932,Delaware,US,2/27/2020,0,0,0
933,Delaware,US,2/28/2020,0,0,0
934,Delaware,US,2/29/2020,0,0,0
935,Delaware,US,3/1/2020,0,0,0
936,Delaware,US,3/2/2020,0,0,0
937,Delaware,US,3/3/2020,0,0,0
938,Delaware,US,3/4/2020,0,0,0
939,Delaware,US,3/5/2020,0,0,0
940,Delaware,US,3/6/2020,0,0,0
941,Delaware,US,3/7/2020,0,0,0
942,Delaware,US,3/8/2020,0,0,0
943,Delaware,US,3/9/2020,0,0,0
944,Delaware,US,3/10/2020,0,0,0
945,Delaware,US,3/11/2020,1,0,0
946,Delaware,US,3/12/2020,1,0,0
947,Delaware,US,3/13/2020,4,0,0
948,Delaware,US,3/14/2020,6,0,0
949,Delaware,US,3/15/2020,6,0,0
950,Delaware,US,3/16/2020,8,0,0
951,Delaware,US,3/17/2020,16,0,0
952,Delaware,US,3/18/2020,19,0,0
953,Delaware,US,3/19/2020,30,0,0
954,Delaware,US,3/20/2020,39,0,0
955,Delaware,US,3/21/2020,45,0,0
956,Delaware,US,3/22/2020,56,0,0
957,Delaware,US,3/23/2020,68,0,0
958,Delaware,US,3/24/2020,104,0,1
959,Delaware,US,3/25/2020,119,0,1
960,Delaware,US,3/26/2020,130,1,1
961,Delaware,US,3/27/2020,163,2,1
962,Delaware,US,3/28/2020,214,5,1
963,Delaware,US,3/29/2020,232,6,1
964,Delaware,US,3/30/2020,264,6,1
965,Delaware,US,3/31/2020,319,10,1
966,Delaware,US,4/1/2020,368,11,1
967,Delaware,US,4/2/2020,393,12,1
968,Delaware,US,4/3/2020,450,14,1
969,Delaware,US,4/4/2020,593,14,1
970,Delaware,US,4/5/2020,673,14,1
971,Delaware,US,4/6/2020,783,15,1
972,Delaware,US,4/7/2020,928,16,1
973,Delaware,US,4/8/2020,1116,19,1
974,Delaware,US,4/9/2020,1209,23,1
975,Delaware,US,4/10/2020,1326,32,1
976,Delaware,US,4/11/2020,1479,33,1
977,Delaware,US,4/12/2020,1625,35,1
978,Delaware,US,4/13/2020,1758,41,1
979,Delaware,US,4/14/2020,1926,43,1
980,Delaware,US,4/15/2020,2014,46,1
981,Delaware,US,4/16/2020,2070,55,1
982,Delaware,US,4/17/2020,2317,61,1
983,Delaware,US,4/18/2020,2538,67,1
984,Delaware,US,4/19/2020,2538,67,1
985,Delaware,US,4/20/2020,2745,72,1
986,Delaware,US,4/21/2020,2931,82,1
987,Delaware,US,4/22/2020,3200,89,1
988,Delaware,US,4/23/2020,3308,92,1
989,Delaware,US,4/24/2020,3442,100,1
990,Delaware,US,4/25/2020,3576,112,1
991,Delaware,US,4/26/2020,4034,120,1
1120,District of Columbia,US,1/22/2020,0,0,0
1121,District of Columbia,US,1/23/2020,0,0,0
1122,District of Columbia,US,1/24/2020,0,0,0
1123,District of Columbia,US,1/25/2020,0,0,0
1124,District of Columbia,US,1/26/2020,0,0,0
1125,District of Columbia,US,1/27/2020,0,0,0
1126,District of Columbia,US,1/28/2020,0,0,0
1127,District of Columbia,US,1/29/2020,0,0,0
1128,District of Columbia,US,1/30/2020,0,0,0
1129,District of Columbia,US,1/31/2020,0,0,0
1130,District of Columbia,US,2/1/2020,0,0,0
1131,District of Columbia,US,2/2/2020,0,0,0
1132,District of Columbia,US,2/3/2020,0,0,0
1133,District of Columbia,US,2/4/2020,0,0,0
1134,District of Columbia,US,2/5/2020,0,0,0
1135,District of Columbia,US,2/6/2020,0,0,0
1136,District of Columbia,US,2/7/2020,0,0,0
1137,District of Columbia,US,2/8/2020,0,0,0
1138,District of Columbia,US,2/9/2020,0,0,0
1139,District of Columbia,US,2/10/2020,0,0,0
1140,District of Columbia,US,2/11/2020,0,0,0
1141,District of Columbia,US,2/12/2020,0,0,0
1142,District of Columbia,US,2/13/2020,0,0,0
1143,District of Columbia,US,2/14/2020,0,0,0
1144,District of Columbia,US,2/15/2020,0,0,0
1145,District of Columbia,US,2/16/2020,0,0,0
1146,District of Columbia,US,2/17/2020,0,0,0
1147,District of Columbia,US,2/18/2020,0,0,0
1148,District of Columbia,US,2/19/2020,0,0,0
1149,District of Columbia,US,2/20/2020,0,0,0
1150,District of Columbia,US,2/21/2020,0,0,0
1151,District of Columbia,US,2/22/2020,0,0,0
1152,District of Columbia,US,2/23/2020,0,0,0
1153,District of Columbia,US,2/24/2020,0,0,0
1154,District of Columbia,US,2/25/2020,0,0,0
1155,District of Columbia,US,2/26/2020,0,0,0
1156,District of Columbia,US,2/27/2020,0,0,0
1157,District of Columbia,US,2/28/2020,0,0,0
1158,District of Columbia,US,2/29/2020,0,0,0
1159,District of Columbia,US,3/1/2020,0,0,0
1160,District of Columbia,US,3/2/2020,0,0,0
1161,District of Columbia,US,3/3/2020,0,0,0
1162,District of Columbia,US,3/4/2020,0,0,0
1163,District of Columbia,US,3/5/2020,0,0,0
1164,District of Columbia,US,3/6/2020,0,0,0
1165,District of Columbia,US,3/7/2020,0,0,0
1166,District of Columbia,US,3/8/2020,0,0,0
1167,District of Columbia,US,3/9/2020,0,0,0
1168,District of Columbia,US,3/10/2020,0,0,0
1169,District of Columbia,US,3/11/2020,0,0,0
1170,District of Columbia,US,3/12/2020,0,0,0
1171,District of Columbia,US,3/13/2020,0,0,0
1172,District of Columbia,US,3/14/2020,0,0,0
1173,District of Columbia,US,3/15/2020,0,0,0
1174,District of Columbia,US,3/16/2020,22,0,0
1175,District of Columbia,US,3/17/2020,22,0,0
1176,District of Columbia,US,3/18/2020,31,0,0
1177,District of Columbia,US,3/19/2020,40,0,0
1178,District of Columbia,US,3/20/2020,71,1,0
1179,District of Columbia,US,3/21/2020,98,0,0
1180,District of Columbia,US,3/22/2020,102,2,0
1181,District of Columbia,US,3/23/2020,120,2,0
1182,District of Columbia,US,3/24/2020,141,2,0
1183,District of Columbia,US,3/25/2020,187,2,0
1184,District of Columbia,US,3/26/2020,231,3,0
1185,District of Columbia,US,3/27/2020,271,3,0
1186,District of Columbia,US,3/28/2020,304,4,0
1187,District of Columbia,US,3/29/2020,342,5,0
1188,District of Columbia,US,3/30/2020,401,9,0
1189,District of Columbia,US,3/31/2020,495,9,0
1190,District of Columbia,US,4/1/2020,586,9,1
1191,District of Columbia,US,4/2/2020,653,12,1
1192,District of Columbia,US,4/3/2020,757,15,1
1193,District of Columbia,US,4/4/2020,902,21,1
1194,District of Columbia,US,4/5/2020,1002,22,1
1195,District of Columbia,US,4/6/2020,1097,24,1
1196,District of Columbia,US,4/7/2020,1211,22,1
1197,District of Columbia,US,4/8/2020,1440,27,1
1198,District of Columbia,US,4/9/2020,1523,32,1
1199,District of Columbia,US,4/10/2020,1660,38,1
1200,District of Columbia,US,4/11/2020,1778,47,1
1201,District of Columbia,US,4/12/2020,1875,50,1
1202,District of Columbia,US,4/13/2020,1955,52,1
1203,District of Columbia,US,4/14/2020,2058,67,1
1204,District of Columbia,US,4/15/2020,2197,72,1
1205,District of Columbia,US,4/16/2020,2350,81,1
1206,District of Columbia,US,4/17/2020,2476,86,1
1207,District of Columbia,US,4/18/2020,2666,91,1
1208,District of Columbia,US,4/19/2020,2793,96,1
1209,District of Columbia,US,4/20/2020,2927,105,1
1210,District of Columbia,US,4/21/2020,3098,112,1
1211,District of Columbia,US,4/22/2020,3206,127,1
1212,District of Columbia,US,4/23/2020,3361,139,1
1213,District of Columbia,US,4/24/2020,3528,153,1
1214,District of Columbia,US,4/25/2020,3699,165,1
1215,District of Columbia,US,4/26/2020,3841,178,1
1232,Florida,US,1/22/2020,0,0,0
1233,Florida,US,1/23/2020,0,0,0
1234,Florida,US,1/24/2020,0,0,0
1235,Florida,US,1/25/2020,0,0,0
1236,Florida,US,1/26/2020,0,0,0
1237,Florida,US,1/27/2020,0,0,0
1238,Florida,US,1/28/2020,0,0,0
1239,Florida,US,1/29/2020,0,0,0
1240,Florida,US,1/30/2020,0,0,0
1241,Florida,US,1/31/2020,0,0,0
1242,Florida,US,2/1/2020,0,0,0
1243,Florida,US,2/2/2020,0,0,0
1244,Florida,US,2/3/2020,0,0,0
1245,Florida,US,2/4/2020,0,0,0
1246,Florida,US,2/5/2020,0,0,0
1247,Florida,US,2/6/2020,0,0,0
1248,Florida,US,2/7/2020,0,0,0
1249,Florida,US,2/8/2020,0,0,0
1250,Florida,US,2/9/2020,0,0,0
1251,Florida,US,2/10/2020,0,0,0
1252,Florida,US,2/11/2020,0,0,0
1253,Florida,US,2/12/2020,0,0,0
1254,Florida,US,2/13/2020,0,0,0
1255,Florida,US,2/14/2020,0,0,0
1256,Florida,US,2/15/2020,0,0,0
1257,Florida,US,2/16/2020,0,0,0
1258,Florida,US,2/17/2020,0,0,0
1259,Florida,US,2/18/2020,0,0,0
1260,Florida,US,2/19/2020,0,0,0
1261,Florida,US,2/20/2020,0,0,0
1262,Florida,US,2/21/2020,0,0,0
1263,Florida,US,2/22/2020,0,0,0
1264,Florida,US,2/23/2020,0,0,0
1265,Florida,US,2/24/2020,0,0,0
1266,Florida,US,2/25/2020,0,0,0
1267,Florida,US,2/26/2020,0,0,0
1268,Florida,US,2/27/2020,0,0,0
1269,Florida,US,2/28/2020,0,0,0
1270,Florida,US,2/29/2020,0,0,0
1271,Florida,US,3/1/2020,0,0,0
1272,Florida,US,3/2/2020,1,0,0
1273,Florida,US,3/3/2020,2,0,0
1274,Florida,US,3/4/2020,2,0,0
1275,Florida,US,3/5/2020,3,0,0
1276,Florida,US,3/6/2020,3,0,0
1277,Florida,US,3/7/2020,7,0,0
1278,Florida,US,3/8/2020,10,2,0
1279,Florida,US,3/9/2020,13,2,0
1280,Florida,US,3/10/2020,15,2,0
1281,Florida,US,3/11/2020,24,2,0
1282,Florida,US,3/12/2020,30,2,0
1283,Florida,US,3/13/2020,50,2,0
1284,Florida,US,3/14/2020,76,2,0
1285,Florida,US,3/15/2020,100,3,0
1286,Florida,US,3/16/2020,101,3,0
1287,Florida,US,3/17/2020,190,5,0
1288,Florida,US,3/18/2020,306,7,0
1289,Florida,US,3/19/2020,432,9,0
1290,Florida,US,3/20/2020,564,11,0
1291,Florida,US,3/21/2020,763,13,0
1292,Florida,US,3/22/2020,1004,13,0
1293,Florida,US,3/23/2020,1227,18,0
1294,Florida,US,3/24/2020,1412,18,0
1295,Florida,US,3/25/2020,1682,23,0
1296,Florida,US,3/26/2020,2357,29,0
1297,Florida,US,3/27/2020,2900,35,0
1298,Florida,US,3/28/2020,3763,54,0
1299,Florida,US,3/29/2020,4246,56,0
1300,Florida,US,3/30/2020,5473,63,0
1301,Florida,US,3/31/2020,6741,85,0
1302,Florida,US,4/1/2020,6956,87,0
1303,Florida,US,4/2/2020,9008,164,0
1304,Florida,US,4/3/2020,10268,170,1
1305,Florida,US,4/4/2020,11537,195,1
1306,Florida,US,4/5/2020,12350,221,1
1307,Florida,US,4/6/2020,13324,236,1
1308,Florida,US,4/7/2020,14545,283,1
1309,Florida,US,4/8/2020,15456,309,1
1310,Florida,US,4/9/2020,16364,354,1
1311,Florida,US,4/10/2020,17531,390,1
1312,Florida,US,4/11/2020,18494,438,1
1313,Florida,US,4/12/2020,19895,461,1
1314,Florida,US,4/13/2020,21019,499,1
1315,Florida,US,4/14/2020,21628,571,1
1316,Florida,US,4/15/2020,22511,596,1
1317,Florida,US,4/16/2020,23343,668,1
1318,Florida,US,4/17/2020,24759,725,1
1319,Florida,US,4/18/2020,25492,748,1
1320,Florida,US,4/19/2020,26314,774,1
1321,Florida,US,4/20/2020,27059,822,1
1322,Florida,US,4/21/2020,27869,867,1
1323,Florida,US,4/22/2020,28309,893,1
1324,Florida,US,4/23/2020,29648,987,1
1325,Florida,US,4/24/2020,30533,1046,1
1326,Florida,US,4/25/2020,30839,1055,1
1327,Florida,US,4/26/2020,31532,1075,1
1344,Georgia,US,1/22/2020,0,0,0
1345,Georgia,US,1/23/2020,0,0,0
1346,Georgia,US,1/24/2020,0,0,0
1347,Georgia,US,1/25/2020,0,0,0
1348,Georgia,US,1/26/2020,0,0,0
1349,Georgia,US,1/27/2020,0,0,0
1350,Georgia,US,1/28/2020,0,0,0
1351,Georgia,US,1/29/2020,0,0,0
1352,Georgia,US,1/30/2020,0,0,0
1353,Georgia,US,1/31/2020,0,0,0
1354,Georgia,US,2/1/2020,0,0,0
1355,Georgia,US,2/2/2020,0,0,0
1356,Georgia,US,2/3/2020,0,0,0
1357,Georgia,US,2/4/2020,0,0,0
1358,Georgia,US,2/5/2020,0,0,0
1359,Georgia,US,2/6/2020,0,0,0
1360,Georgia,US,2/7/2020,0,0,0
1361,Georgia,US,2/8/2020,0,0,0
1362,Georgia,US,2/9/2020,0,0,0
1363,Georgia,US,2/10/2020,0,0,0
1364,Georgia,US,2/11/2020,0,0,0
1365,Georgia,US,2/12/2020,0,0,0
1366,Georgia,US,2/13/2020,0,0,0
1367,Georgia,US,2/14/2020,0,0,0
1368,Georgia,US,2/15/2020,0,0,0
1369,Georgia,US,2/16/2020,0,0,0
1370,Georgia,US,2/17/2020,0,0,0
1371,Georgia,US,2/18/2020,0,0,0
1372,Georgia,US,2/19/2020,0,0,0
1373,Georgia,US,2/20/2020,0,0,0
1374,Georgia,US,2/21/2020,0,0,0
1375,Georgia,US,2/22/2020,0,0,0
1376,Georgia,US,2/23/2020,0,0,0
1377,Georgia,US,2/24/2020,0,0,0
1378,Georgia,US,2/25/2020,0,0,0
1379,Georgia,US,2/26/2020,0,0,0
1380,Georgia,US,2/27/2020,0,0,0
1381,Georgia,US,2/28/2020,0,0,0
1382,Georgia,US,2/29/2020,0,0,0
1383,Georgia,US,3/1/2020,0,0,0
1384,Georgia,US,3/2/2020,0,0,0
1385,Georgia,US,3/3/2020,2,0,0
1386,Georgia,US,3/4/2020,2,0,0
1387,Georgia,US,3/5/2020,2,0,0
1388,Georgia,US,3/6/2020,3,0,0
1389,Georgia,US,3/7/2020,5,0,0
1390,Georgia,US,3/8/2020,5,0,0
1391,Georgia,US,3/9/2020,10,0,0
1392,Georgia,US,3/10/2020,17,0,0
1393,Georgia,US,3/11/2020,23,0,0
1394,Georgia,US,3/12/2020,31,1,0
1395,Georgia,US,3/13/2020,42,1,0
1396,Georgia,US,3/14/2020,73,1,0
1397,Georgia,US,3/15/2020,99,1,0
1398,Georgia,US,3/16/2020,121,1,0
1399,Georgia,US,3/17/2020,146,1,0
1400,Georgia,US,3/18/2020,197,3,0
1401,Georgia,US,3/19/2020,287,10,0
1402,Georgia,US,3/20/2020,485,14,0
1403,Georgia,US,3/21/2020,555,20,0
1404,Georgia,US,3/22/2020,621,25,0
1405,Georgia,US,3/23/2020,772,25,0
1406,Georgia,US,3/24/2020,1026,32,0
1407,Georgia,US,3/25/2020,1247,40,0
1408,Georgia,US,3/26/2020,1525,48,0
1409,Georgia,US,3/27/2020,2000,64,0
1410,Georgia,US,3/28/2020,2366,69,0
1411,Georgia,US,3/29/2020,2651,80,0
1412,Georgia,US,3/30/2020,2808,87,0
1413,Georgia,US,3/31/2020,3929,111,0
1414,Georgia,US,4/1/2020,4638,139,0
1415,Georgia,US,4/2/2020,5348,163,0
1416,Georgia,US,4/3/2020,5831,184,1
1417,Georgia,US,4/4/2020,6160,201,1
1418,Georgia,US,4/5/2020,6647,211,1
1419,Georgia,US,4/6/2020,7314,229,1
1420,Georgia,US,4/7/2020,8822,329,1
1421,Georgia,US,4/8/2020,9901,362,1
1422,Georgia,US,4/9/2020,10566,379,1
1423,Georgia,US,4/10/2020,11485,416,1
1424,Georgia,US,4/11/2020,12159,429,1
1425,Georgia,US,4/12/2020,12452,433,1
1426,Georgia,US,4/13/2020,13315,465,1
1427,Georgia,US,4/14/2020,14578,525,1
1428,Georgia,US,4/15/2020,14987,552,1
1429,Georgia,US,4/16/2020,15669,587,1
1430,Georgia,US,4/17/2020,17194,650,1
1431,Georgia,US,4/18/2020,17669,673,1
1432,Georgia,US,4/19/2020,18301,687,1
1433,Georgia,US,4/20/2020,19407,775,1
1434,Georgia,US,4/21/2020,19881,798,1
1435,Georgia,US,4/22/2020,21214,848,1
1436,Georgia,US,4/23/2020,21883,881,1
1437,Georgia,US,4/24/2020,22491,899,1
1438,Georgia,US,4/25/2020,23222,907,1
1439,Georgia,US,4/26/2020,23486,916,1
1680,Hawaii,US,1/22/2020,0,0,0
1681,Hawaii,US,1/23/2020,0,0,0
1682,Hawaii,US,1/24/2020,0,0,0
1683,Hawaii,US,1/25/2020,0,0,0
1684,Hawaii,US,1/26/2020,0,0,0
1685,Hawaii,US,1/27/2020,0,0,0
1686,Hawaii,US,1/28/2020,0,0,0
1687,Hawaii,US,1/29/2020,0,0,0
1688,Hawaii,US,1/30/2020,0,0,0
1689,Hawaii,US,1/31/2020,0,0,0
1690,Hawaii,US,2/1/2020,0,0,0
1691,Hawaii,US,2/2/2020,0,0,0
1692,Hawaii,US,2/3/2020,0,0,0
1693,Hawaii,US,2/4/2020,0,0,0
1694,Hawaii,US,2/5/2020,0,0,0
1695,Hawaii,US,2/6/2020,0,0,0
1696,Hawaii,US,2/7/2020,0,0,0
1697,Hawaii,US,2/8/2020,0,0,0
1698,Hawaii,US,2/9/2020,0,0,0
1699,Hawaii,US,2/10/2020,0,0,0
1700,Hawaii,US,2/11/2020,0,0,0
1701,Hawaii,US,2/12/2020,0,0,0
1702,Hawaii,US,2/13/2020,0,0,0
1703,Hawaii,US,2/14/2020,0,0,0
1704,Hawaii,US,2/15/2020,0,0,0
1705,Hawaii,US,2/16/2020,0,0,0
1706,Hawaii,US,2/17/2020,0,0,0
1707,Hawaii,US,2/18/2020,0,0,0
1708,Hawaii,US,2/19/2020,0,0,0
1709,Hawaii,US,2/20/2020,0,0,0
1710,Hawaii,US,2/21/2020,0,0,0
1711,Hawaii,US,2/22/2020,0,0,0
1712,Hawaii,US,2/23/2020,0,0,0
1713,Hawaii,US,2/24/2020,0,0,0
1714,Hawaii,US,2/25/2020,0,0,0
1715,Hawaii,US,2/26/2020,0,0,0
1716,Hawaii,US,2/27/2020,0,0,0
1717,Hawaii,US,2/28/2020,0,0,0
1718,Hawaii,US,2/29/2020,0,0,0
1719,Hawaii,US,3/1/2020,0,0,0
1720,Hawaii,US,3/2/2020,0,0,0
1721,Hawaii,US,3/3/2020,0,0,0
1722,Hawaii,US,3/4/2020,0,0,0
1723,Hawaii,US,3/5/2020,0,0,0
1724,Hawaii,US,3/6/2020,0,0,0
1725,Hawaii,US,3/7/2020,1,0,0
1726,Hawaii,US,3/8/2020,1,0,0
1727,Hawaii,US,3/9/2020,1,0,0
1728,Hawaii,US,3/10/2020,3,0,0
1729,Hawaii,US,3/11/2020,2,0,0
1730,Hawaii,US,3/12/2020,2,0,0
1731,Hawaii,US,3/13/2020,2,0,0
1732,Hawaii,US,3/14/2020,4,0,0
1733,Hawaii,US,3/15/2020,6,0,0
1734,Hawaii,US,3/16/2020,8,0,0
1735,Hawaii,US,3/17/2020,10,0,0
1736,Hawaii,US,3/18/2020,15,0,0
1737,Hawaii,US,3/19/2020,25,0,0
1738,Hawaii,US,3/20/2020,36,0,0
1739,Hawaii,US,3/21/2020,36,0,0
1740,Hawaii,US,3/22/2020,53,0,0
1741,Hawaii,US,3/23/2020,56,0,0
1742,Hawaii,US,3/24/2020,90,1,0
1743,Hawaii,US,3/25/2020,91,0,1
1744,Hawaii,US,3/26/2020,95,0,1
1745,Hawaii,US,3/27/2020,106,0,1
1746,Hawaii,US,3/28/2020,149,0,1
1747,Hawaii,US,3/29/2020,149,0,1
1748,Hawaii,US,3/30/2020,175,0,1
1749,Hawaii,US,3/31/2020,204,0,1
1750,Hawaii,US,4/1/2020,224,1,1
1751,Hawaii,US,4/2/2020,256,1,1
1752,Hawaii,US,4/3/2020,319,3,1
1753,Hawaii,US,4/4/2020,351,3,1
1754,Hawaii,US,4/5/2020,371,4,1
1755,Hawaii,US,4/6/2020,387,5,1
1756,Hawaii,US,4/7/2020,410,5,1
1757,Hawaii,US,4/8/2020,410,5,1
1758,Hawaii,US,4/9/2020,442,6,1
1759,Hawaii,US,4/10/2020,442,6,1
1760,Hawaii,US,4/11/2020,465,8,1
1761,Hawaii,US,4/12/2020,499,9,1
1762,Hawaii,US,4/13/2020,504,9,1
1763,Hawaii,US,4/14/2020,511,9,1
1764,Hawaii,US,4/15/2020,524,9,1
1765,Hawaii,US,4/16/2020,530,9,1
1766,Hawaii,US,4/17/2020,541,9,1
1767,Hawaii,US,4/18/2020,574,9,1
1768,Hawaii,US,4/19/2020,580,10,1
1769,Hawaii,US,4/20/2020,584,10,1
1770,Hawaii,US,4/21/2020,586,10,1
1771,Hawaii,US,4/22/2020,592,12,1
1772,Hawaii,US,4/23/2020,596,12,1
1773,Hawaii,US,4/24/2020,601,13,1
1774,Hawaii,US,4/25/2020,605,13,1
1775,Hawaii,US,4/26/2020,606,14,1
1792,Idaho,US,1/22/2020,0,0,0
1793,Idaho,US,1/23/2020,0,0,0
1794,Idaho,US,1/24/2020,0,0,0
1795,Idaho,US,1/25/2020,0,0,0
1796,Idaho,US,1/26/2020,0,0,0
1797,Idaho,US,1/27/2020,0,0,0
1798,Idaho,US,1/28/2020,0,0,0
1799,Idaho,US,1/29/2020,0,0,0
1800,Idaho,US,1/30/2020,0,0,0
1801,Idaho,US,1/31/2020,0,0,0
1802,Idaho,US,2/1/2020,0,0,0
1803,Idaho,US,2/2/2020,0,0,0
1804,Idaho,US,2/3/2020,0,0,0
1805,Idaho,US,2/4/2020,0,0,0
1806,Idaho,US,2/5/2020,0,0,0
1807,Idaho,US,2/6/2020,0,0,0
1808,Idaho,US,2/7/2020,0,0,0
1809,Idaho,US,2/8/2020,0,0,0
1810,Idaho,US,2/9/2020,0,0,0
1811,Idaho,US,2/10/2020,0,0,0
1812,Idaho,US,2/11/2020,0,0,0
1813,Idaho,US,2/12/2020,0,0,0
1814,Idaho,US,2/13/2020,0,0,0
1815,Idaho,US,2/14/2020,0,0,0
1816,Idaho,US,2/15/2020,0,0,0
1817,Idaho,US,2/16/2020,0,0,0
1818,Idaho,US,2/17/2020,0,0,0
1819,Idaho,US,2/18/2020,0,0,0
1820,Idaho,US,2/19/2020,0,0,0
1821,Idaho,US,2/20/2020,0,0,0
1822,Idaho,US,2/21/2020,0,0,0
1823,Idaho,US,2/22/2020,0,0,0
1824,Idaho,US,2/23/2020,0,0,0
1825,Idaho,US,2/24/2020,0,0,0
1826,Idaho,US,2/25/2020,0,0,0
1827,Idaho,US,2/26/2020,0,0,0
1828,Idaho,US,2/27/2020,0,0,0
1829,Idaho,US,2/28/2020,0,0,0
1830,Idaho,US,2/29/2020,0,0,0
1831,Idaho,US,3/1/2020,0,0,0
1832,Idaho,US,3/2/2020,0,0,0
1833,Idaho,US,3/3/2020,0,0,0
1834,Idaho,US,3/4/2020,0,0,0
1835,Idaho,US,3/5/2020,0,0,0
1836,Idaho,US,3/6/2020,0,0,0
1837,Idaho,US,3/7/2020,0,0,0
1838,Idaho,US,3/8/2020,0,0,0
1839,Idaho,US,3/9/2020,0,0,0
1840,Idaho,US,3/10/2020,0,0,0
1841,Idaho,US,3/11/2020,0,0,0
1842,Idaho,US,3/12/2020,0,0,0
1843,Idaho,US,3/13/2020,1,0,0
1844,Idaho,US,3/14/2020,2,0,0
1845,Idaho,US,3/15/2020,4,0,0
1846,Idaho,US,3/16/2020,4,0,0
1847,Idaho,US,3/17/2020,8,0,0
1848,Idaho,US,3/18/2020,9,0,0
1849,Idaho,US,3/19/2020,23,0,0
1850,Idaho,US,3/20/2020,36,0,0
1851,Idaho,US,3/21/2020,42,0,0
1852,Idaho,US,3/22/2020,42,0,0
1853,Idaho,US,3/23/2020,68,0,0
1854,Idaho,US,3/24/2020,81,0,0
1855,Idaho,US,3/25/2020,91,0,1
1856,Idaho,US,3/26/2020,146,3,1
1857,Idaho,US,3/27/2020,205,3,1
1858,Idaho,US,3/28/2020,234,4,1
1859,Idaho,US,3/29/2020,281,5,1
1860,Idaho,US,3/30/2020,340,6,1
1861,Idaho,US,3/31/2020,515,8,1
1862,Idaho,US,4/1/2020,566,9,1
1863,Idaho,US,4/2/2020,776,9,1
1864,Idaho,US,4/3/2020,891,9,1
1865,Idaho,US,4/4/2020,1022,10,1
1866,Idaho,US,4/5/2020,1078,10,1
